,Unnamed: 0,Unnamed: 0.1,index,tweet,class,norm
717,717,717,2448,"Omg. Its okay girls!!! Don't stop cooking!! #killerblondes #mkr #goodnight everybody!!! Ill be here all year xx
M A D A M",sexism,1
719,719,719,3420,RT @cooperlewis_: 3 followers till 1000!,sexism,1
721,721,721,4752,"RT @mjb_1971: I'm no sexist but to pay the Men's and Women's Wimbledon Champions the same prize money is farcical - as jobs go, they're ent…",sexism,1
722,722,722,3633,"RT @Shermertron: @MT8_9 @Noin007 ""Why Are Women Asked About Their Dresses on the Red Carpet? Sexism!""/""Our Five Favorite Red Carpet Fashion…",sexism,1
724,724,724,3506,.@TigerClaud @Auragasmic blocked me so I blocked her...evidently she stopped defending sexual harassment of students long enough to unblock?,sexism,1
726,726,726,1744,@substerrr Muslims want to be able to abuse other while at the same time pretending to be victims.,racism,0
728,728,728,2829,@KellyTurner99 @buellerishere But bitches like you will only speak of the 1 or 2% killed by drones. Against your own culture every time.,sexism,1
732,732,732,3473,"RT @thisonesakillaa: You could think of the worst possible idea ever, and it's still wouldn't be as bad as this one. http://t.co/hWPbTLjnS4",sexism,1
739,739,739,1110,@truaemusic @mattybboi83 @Number10gov Islam cannot be reformed because it's vileness is too deep in the religion.,racism,0
742,742,742,5102,"RT @MattCote13 I'm not sexist, but I get scared when women drive behind me. Particularly young ladies. Old ladies keep on putting along.",sexism,1
744,744,744,4997,RT @rkp12588: @YesYoureSexist @DaveGreene11 Just wanted to point out overseas labour isn't solely women in sweatshops... http://t.co/8EvgBu…,sexism,1
747,747,747,4717,"RT @MMMotorsports: @ChaseDahlaBillz @YesYoureSexist @keatonwessman @CJ_Obray Women drivers, what? I'd say we kick ass. http://t.co/3N77tA5Z…",sexism,1
749,749,749,2361,Bye bye bitches. Your ego might go down a notch now.  #mkr,sexism,1
753,753,753,235,@CamilleHughes16 @_Watch_Observe_ That's like saying that my freedom is limited if I'm not allowed to kill you.,racism,0
754,754,754,1597,@no2_tweet Here are Churchill's views about the pedophile prophet. http://t.co/tX7LHgnwf7,racism,0
755,755,755,1982,My deconstructed tart joke from the last season of #MKR http://t.co/10LPgtdopB,sexism,1
763,763,763,4711,"Actually, they're not! Your mistake. @ruffelldan @JoeyG__ it's beyond all comprehension . Girls are just rubbish at geography #notsexist",sexism,1
766,766,766,794,@Vandaliser @sajid_fairooz @IsraeliRegime There are no Jews in Saudi or many of the Gulf states because the Muslims exterminated them.,racism,0
771,771,771,1770,@pNibbler @AlterNet @MaxBlumenthal million Muslims are extremists.,racism,0
777,777,777,4395,"RT @A_Morris17 Call me sexist, but women's hockey just doesn't sound... Right.",sexism,1
778,778,778,2860,RT @AsheSchow: Yet another student settles with university over an unfair process resulting from campus sexual assault hearings: http://t.c…,sexism,1
779,779,779,1168,"@Raja5aab @Quickieleaks I've seen it before microbrain. I just told you, every verse of the Tao Te Ching is superior to every verse of Quran",racism,0
780,780,780,233,"@tommydevlin1974 What is ""mainstream"" about him? Forgetting murdered Christians, closed universities, murdered doctors, women locked at home",racism,0
782,782,782,3667,RT @IvyExec: Did you know that men are 4x more likely to #negotiate for compensation and job perks? #equalpay,sexism,1
783,783,783,3308,@AnonMnom @LBigmann Any real world examples of women actually being jailed for it?,sexism,1
787,787,787,3081,@luckykaa It is our individual listing numbers on a Gamergate block list the SJW feminists created.  Worn with pride...,sexism,1
788,788,788,4745,"RT @ZStonecipher: Half the time when I read a girls tweet I read like the dude in ""Sh*t sorority girls say"" video on YouTube. #notsexist #j…",sexism,1
790,790,790,2394,Borrowed time #CuntAndArsehole cant wait for you to get blown away by the decent teams. #FirstElimination #BeatItDogs #MKR #KatAndAndre,sexism,1
793,793,793,4418,RT @flyinSolo_ski: I'm not sexist but leave it to some girl to write an article on ESPN about why people are so angry in NCAAB this year #s…,sexism,1
796,796,796,4215,"yeah so annoying how they're doing their jobs @Dean_Carr Call me sexist but woman football commentators annoy me so much, they never shut up",sexism,1
798,798,798,2894,".@GRIMACHU Sounds a bit too much like ""separate but equal"". It's sexism, bias, bigotry, you name it. @MoJGovUK is clearly infested w bigots.",sexism,1
801,801,801,4727,RT @legendaryarose I'm not sexist but I want a girl that's going to cook and clean! I'll take care of you and everything else.,sexism,1
813,813,813,2490,Kat and Andre better fuck off this show quickly. Awful people #mkr,sexism,1
815,815,815,3434,"@Allehegens Don't count any chickens...most of the GOP candidates suck and could well lose to uneducated ""history"" vagina voters.",sexism,1
817,817,817,4905,RT @_AceStayIcy: I'm not sexist but girls can't rap,sexism,1
820,820,820,1446,@RaniaKhalek @MaxBlumenthal @NickKristof Every border that Islam has with every other religion and non religion is bloody.,racism,0
821,821,821,2400,RT @ladyphen0m: Cracking up that #cuntandandre is trending! Lmao! #loveit #MKR,sexism,1
822,822,822,5035,"RT @RealConorJones: @RealGabbyLogan Pass on that offer, but saying stupid woman is no more sexist than saying stupid man. stupid boy. stupi…",sexism,1
825,825,825,915,RT @PeterTownsend7: #Muslim #Islam Welcome to the Hotel Islamfornia. May check out any time but never leave. http://t.co/8vVkPH55DH http://…,racism,0
826,826,826,3583,"@avacadosoup @Shahan_Amin Good for you.  Too bad about those hurt by it or unprotected by it, right?",sexism,1
839,839,839,3374,@The_Loki_Jotunn Sucking at math and logic is a requirement for feminism...,sexism,1
841,841,841,3034,"@anniekfox So if he hit her in the same way for what she was wearing, that would be OK, too?",sexism,1
842,842,842,5156,RT @AlfredFam: @YesYoureSexist @danieImao shut up faggot. i shit in your mouth,sexism,1
846,846,846,2768,Oh Kat.  This is what you deserve. #mkr #cuntfacebitch http://t.co/bO5HNiaQKu,sexism,1
848,848,848,4933,RT @JordanWalker654 Lucky to come off that bus alive #womenbusdriverproblems #notsexist,sexism,1
850,850,850,3139,"@KachoArinoDesu @Bananaramble Make a new damn movie, you hacks...is my point.",sexism,1
851,851,851,4282,#bizarresexism @LifeOfStrife I don't know why buy I find a hearty handshake between two women to be very awkward. #notsexist,sexism,1
860,860,860,4624,RT @CjSajulga Women are reckless drivers. #Notsexist #realtalk,sexism,1
868,868,868,4105,"RT @TheSpanishAfro_: The people at work are childish. Lol its run by women. Im not sexist but when women dont agree to something, oh man...…",sexism,1
871,871,871,401,"@yuskan0723 Yes, all of the land the Muslims have they got by butchering the inhabitants. And they are depraved psychopaths.",racism,0
874,874,874,5042,"RT @Strubbestition I'm not sexist, but personal opinions shouldn't be considered sexist remarks (in almost all cases)",sexism,1
875,875,875,1313,"@DianH4 @ExposeFalsehood All fought against fascist, dictatorial or Islamolunatic regimes. For example .....",racism,0
876,876,876,5281,These NSW promo girls think way too highly of themselves.. They're not even attractive 😳 #MKR #MKR2015,sexism,1
895,895,895,1941,RT @AntonioFrench: I spent the morning at the Board of Elections getting maps/data to start registering every black person in #Ferguson. ht…,racism,0
902,902,902,4117,Yeah bc military battles = RIVETING @AndrewMNorton I'm not sexist at all but reading about the social advancement if women is so boring.,sexism,1
903,903,903,152,"Muslim terrorists murder 12 people in Paris. 22,000 terrorist attacks since 9/11. It's not an aberration, it's the real #Islam",racism,0
909,909,909,704,@teddyboylocsin Mohammed told women to cover up and stay home.  ISIS tells women to cover up and stay home.,racism,0
911,911,911,1708,@harmlesstree2 @MaxBlumenthal Then why have all the Jews completely perished from much of the Arabian P when they once had 40% of it.,racism,0
915,915,915,2289,Katie's eyebrows are still terrible BTW #MKR #MKR2015,sexism,1
917,917,917,321,@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch And that doesn't count common crime in Muslim states.,racism,0
918,918,918,3305,@dgbattaglia Saw this this morning... http://t.co/9YUwOuZugw,sexism,1
920,920,920,5338,RT @LydiaJoy2015: Pretty sure most people are taught that drugging others isn't okay😒 http://t.co/sfSGvH5vI7,sexism,1
925,925,925,3030,@vivant @tomsaw200 You sure? http://t.co/THwiZ2qDBR,sexism,1
926,926,926,1555,"@TeleGardening @kzaal Yes, let's try to fool people into believing a lie - that #Islam is a religion of peace.",racism,0
928,928,928,3593,.@Wateronatrain Seen it before.  Thanks.  It is amusing.  Most women are undermined by low expectations.  That is the result.  Whining only.,sexism,1
930,930,930,137,@ibnHlophe @sibanda_tapson @eeviewonders @CTFleaMarkets All of the land the Muslims have they colonialized.,racism,0
933,933,933,2390,"#MKR Lloyd likes some thick juicy pork, poor Annie",sexism,1
936,936,936,4455,RT @RichieT_FTW: I'm not sexist but it annoys me when people are forced to make strong female protagonists in movies and books. Lamest char…,sexism,1
937,937,937,1155,@jukes303 It's basically an empty excuse that leftists and Muslims use for their anti US bigotry.,racism,0
938,938,938,4482,"RT @Slowgun66: I agree that rape is only the rapists fault, but when I advise girls to take precautions against potential rapists, they cal…",sexism,1
940,940,940,3333,"RT @The_Loki_Jotunn: Genuine equality or just ""jobs for the girls"" despite her obvious lack of qualifications? #AdviceForYoungFeminists htt…",sexism,1
945,945,945,892,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Japan was the original aggressor.  How does that excuse the continuing barbarity of Islam,racism,0
947,947,947,481,"@aymannathem What is wrong with that, considering how the Sunni Arabs have been exterminating everyone else for 1400 years.",racism,0
954,954,954,466,"RT @WalidShoebat: Muslim BIGOT wanted by INTERPOL and protected by U.S. Ally wants UN to Criminalize Criticism of Islam Internationally
htt…",racism,0
962,962,962,3570,@boxofbudgies No doubt.  And yet...no less true.,sexism,1
966,966,966,4359,RT @ShaunMichael80 I'm not sexist..but man Women's Basketball on ESPN is unwatchable,sexism,1
968,968,968,1741,@sandukankanack What do you read from her face terrorist? http://t.co/zxjEZiUKRB,racism,0
969,969,969,1773,@Assiye61 I have three Qurans. And the only few peaceful verses were later abrogated by dozens of violent verses.,racism,0
970,970,970,5026,RT @cheuya: Fake victim whining rapist motherfuckers. They need to die,sexism,1
972,972,972,1208,@UmarFarooq_ The drivel is correct. ISIS behaves exactly as the prophet Mohammed behaved.,racism,0
974,974,974,2135,#MKR is that girl in the pink seriously a model with those armpits yikes what does she model ??,sexism,1
976,976,976,1382,"@tti1947 The Sahara and the Arabian peninsula are different places, microbrain.",racism,0
977,977,977,4589,RT @WillTar: @TanyGriff @VeloUK why do women play best of 3 and men best of 5 in tennis. it is not sexist but in most sports women are not …,sexism,1
978,978,978,2715,I hope Kat gets Ebola and then hit by a train followed by a smack in the ugly face with a shovel #mkr #katandandre #mkrkat,sexism,1
985,985,985,2185,#mkr The only thing these promo girls are going be able to sell after this episode will be black hair dye #painfulmorons not #killerblondes,sexism,1
990,990,990,4862,RT @DarrellHall_: I'm not sexist but a female can't do what a nigga do... In the end y'all gonna look like a hoe and a dude gonna look like…,sexism,1
994,994,994,467,@WalidShoebat Most Muslims instinctively understand that Islam cannot survive in light of day and must be protected by blasphemy laws #Islam,racism,0
1001,1001,1001,4446,"YOUR WIT HATH BLINDED ME @TheRealTempus @YesYoureSexist Damn you made a page all about it, daddy never loved you huh?",sexism,1
1002,1002,1002,3992,RT @Travieee23: @Trizzzy13 I didn't know you could throw interceptions and make tackles in the kitchen.,sexism,1
1014,1014,1014,3988,"RT @condwyer93 Girls should not comment on rugby, end of! #manssport #notsexist",sexism,1
1015,1015,1015,1438,RT @tummala82: @Clashoftherats @YusufPeaceful @IndyVoices @vileislam #Quran is full of nonsense &amp,racism,0
1017,1017,1017,841,@SumerSloan @PAWarnhoff @etsho127 Your prophet Moohammed killed children when he used catapults to attack cities. So why are you complaining,racism,0
1018,1018,1018,1091,@watan71969 A shit sucking Muslim bigot like you wouldn't recognize history if it crawled up your cunt.You think photoshop is a truth machin,racism,0
1024,1024,1024,1184,"The question is, how hard should we work to keep the Muslims from killing each other, since they seem so determined to continue. #Islam",racism,0
1025,1025,1025,3714,"@RyanSorge19 Hey, I had him on 3 of my 4 fantasy teams...",sexism,1
1032,1032,1032,4730,RT @theeaglesfan005: @Kbeelrsreiyen not my fault people feed stereotypes. For example my sister... She's been in multiple accidents,sexism,1
1037,1037,1037,4013,RT @tomregan1: No offence to anyone but women are poor drivers #notsexist #maybesexist,sexism,1
1044,1044,1044,4864,"""raped"" is not a synonym for ""touched"" @magconboysthe He just got raped by that water https://t.co/sFPJE0dmqX",sexism,1
1047,1047,1047,58,@ummayman90 Exactly.  #Isam is a cult of death centered around the idea of going to a heaven that is described to be a giant whore house.,racism,0
1049,1049,1049,4075,"Nope, YOU'RE just gross, assface. @Cashyeww Girls are not allowed to participate in No shave November... I'm not sexist, you're just gross",sexism,1
1052,1052,1052,3873,RT @2DogsCaged: @MT8_9 @Justin_Thyme_ @B1gTruckDriver @joyintorah18 ..song ranked No.1 on 26 record charts &amp,sexism,1
1059,1059,1059,1028,@discerningmumin But the western world gave up slavery on it's own. No one forced them from the outside.,racism,0
1060,1060,1060,2777,"Kat ""I feel like I'm in a dream"" ...yeah you are a dreamer with absolutely no cooking ability  #mkr",sexism,1
1061,1061,1061,163,"@ibnHlophe @sibanda_tapson @CTFleaMarkets Okay, we understand that you and your religion are terrorists.  Don't @ me any more.",racism,0
